x,y,bombed,empty,0 0,0 1,0 2,1 0,1 1,1 2,2 0,2 1,2 2,
0,2,0,1,-4,3,4,-4,-2,-3,-4,-2,2,
2,2,8,1,4,-2,-2,-3,-2,-2,2,3,2,
4,4,9,1,-3,-2,-2,3,-2,-2,2,-2,2,
4,6,104,0,1,3,-2,1,-2,-3,1,2,2,
3,5,5,59,-2,-2,-2,-2,-2,2,-3,2,-2,
1,6,0,1,-2,-2,-2,-2,-2,0,-3,3,-2,
0,6,1,4,-4,-2,-2,-4,-2,2,-4,-3,3,
2,3,0,10,-2,2,1,-2,-2,1,2,-3,1,
2,3,0,7,-2,2,-3,1,-2,1,-2,-2,-2,
6,4,0,4,1,2,-2,-3,-2,2,1,-2,-2,
6,4,3,4,1,2,-3,-2,-2,3,-2,2,-2,
3,1,4,1,2,1,2,1,-2,2,-2,1,1,
6,2,9,3,2,3,-3,1,-2,-2,-2,-2,-2,
1,6,4,1,-2,1,2,1,-2,2,-2,1,1,
5,4,149,0,-3,2,1,3,-2,1,2,1,1,
3,0,5,8,-2,-3,3,-2,-2,-3,-4,-4,-4,
5,4,1,0,2,-3,3,3,-2,-2,2,3,-2,
4,2,1,4,-2,2,2,1,-2,-3,-2,-2,-2,
1,3,0,1,1,3,-2,-2,-2,-2,-2,2,-3,
3,3,23,0,-2,-2,-2,-2,-2,3,-3,3,1,
4,1,10,1,-2,1,2,3,-2,1,-3,2,1,
4,4,5,1,2,-3,2,3,-2,4,2,-2,-2,
4,3,2,0,3,2,4,2,-2,-2,2,-2,-2,
5,6,0,2,-2,2,-3,2,-2,2,-2,-3,1,
4,5,3,2,-2,2,3,-2,-2,-3,-2,3,2,
3,5,0,1,-2,-2,2,-2,-2,2,1,-3,3,
3,6,3,2,-2,-2,-3,-2,-2,2,-2,1,2,
5,5,6,2,-2,-2,-2,2,-2,2,2,-3,2,
5,4,0,2,1,1,1,-3,-2,1,-2,-2,-2,
2,4,5,0,2,1,2,-2,-2,3,-2,-2,-3,
7,2,0,55,-2,-2,-4,2,-2,-4,1,-3,-4,
4,2,0,1,-2,-2,1,1,-2,-3,1,1,1,
4,3,0,1,-2,0,0,-2,-2,1,1,1,-3,
3,2,0,1,1,-2,-3,-3,-2,-2,4,-2,-2,
3,1,1,0,-3,5,-2,4,-2,-2,-2,-2,-2,
4,6,3,2,-2,1,-2,1,-2,2,-2,3,-2,
4,4,0,2,-2,3,-3,-2,-2,2,-2,1,-3,
4,3,0,14,-2,1,-2,-2,-2,2,-2,-2,-3,
7,4,0,17,-2,-2,-4,1,-2,-4,2,-3,-4,
4,3,0,2,1,-3,4,2,-2,-2,2,-2,-2,
6,0,0,8,2,-3,1,-3,-2,-2,-4,-4,-4,
7,0,0,138,-3,1,-4,2,-2,-4,-4,-4,-4,
2,4,0,2,3,-3,2,-2,-2,-2,-2,-2,3,
3,4,2,0,-3,2,1,4,-2,1,-2,3,1,
2,7,10,1,-4,-4,-4,2,-2,-2,3,2,3,
4,2,0,9,1,-2,-2,-3,-2,-2,2,2,2,
1,0,0,1,2,3,1,-2,-2,-3,-4,-4,-4,
6,3,0,1,1,1,-2,2,-2,-2,2,-3,1,
1,4,0,2,-2,2,-2,-2,-2,1,0,0,0,
1,6,4,17,-2,2,-2,-2,-2,2,-2,2,-3,
5,4,0,4,2,2,0,-3,-2,-2,2,3,-2,
6,4,0,2,2,0,-2,2,-2,-2,3,-2,-2,
5,7,0,74,-4,-4,-4,1,-2,-2,-3,1,0,
5,1,27,1,-3,3,-2,3,-2,-2,2,-2,-2,
2,3,0,4,-2,-2,-2,0,-2,2,0,1,-3,
4,5,0,1,1,-3,1,1,-2,3,2,-2,-2,
5,4,3,0,2,3,2,2,-2,-2,-2,4,-2,
2,4,12,0,-2,-2,-2,3,-2,3,3,2,2,
4,3,0,6,-2,-2,-2,0,-2,1,-2,1,-3,
7,5,18,2,-2,2,-4,2,-2,-4,-2,2,-4,
3,2,6,9,2,3,-2,-2,-2,-2,1,2,2,
1,1,9,2,-3,4,-2,-2,-2,-2,-2,-2,-2,
3,1,11,1,-2,1,1,3,-2,2,-2,-3,2,
3,2,0,6,-3,2,-3,2,-2,1,-2,-2,-2,
1,0,0,15,-2,-3,1,-2,-2,-2,-4,-4,-4,
4,3,0,4,-2,-2,4,-2,-2,-3,2,2,1,
4,4,0,1,-2,-2,-2,-2,-2,4,-3,2,-3,
2,4,4,1,3,-2,-2,3,-2,-2,2,-3,2,
4,1,9,0,3,4,-2,2,-2,-2,-2,2,-2,
4,6,0,7,-2,1,1,2,-2,-3,-2,2,1,
2,3,0,7,-2,2,-3,-2,-2,1,-2,-2,2,
1,6,3,34,-2,-2,1,-2,-2,-2,-2,-2,-3,
2,6,2,3,-2,1,1,2,-2,2,-2,-3,3,
6,3,4,1,-2,2,-2,2,-2,-2,2,-3,-2,
4,2,9,53,1,-2,1,2,-2,2,-3,2,-2,
4,3,3,0,2,-2,2,1,-2,1,2,3,2,
5,3,21,1,1,1,2,2,-2,-2,2,-3,-2,
2,0,0,2,2,-2,1,-3,-2,1,-4,-4,-4,
5,1,0,23,2,-3,1,3,-2,2,-2,-2,-2,
2,2,0,9,-3,1,0,4,-2,1,-2,-2,2,
3,4,0,2,-2,-2,-2,1,-2,-3,-2,2,1,
4,1,7,1,-3,-2,-2,4,-2,-2,2,-2,-2,
2,0,0,20,-2,-2,1,-2,-2,-3,-4,-4,-4,
2,1,0,25,-2,2,1,-2,-2,1,-2,2,-3,
2,2,0,8,2,-3,2,-2,-2,-3,-2,-2,-2,
1,2,5,1,1,2,-3,-2,-2,3,-2,3,-2,
3,3,0,18,2,-2,-2,1,-2,-2,1,-3,2,
4,5,2,0,-2,3,1,-3,-2,1,3,2,2,
4,5,3,0,2,3,4,-3,-2,-2,2,3,-2,
7,5,17,1,4,-2,-4,-3,-2,-4,2,2,-4,
4,4,10,1,-2,2,-3,-2,-2,3,-2,-2,2,
5,2,21,1,2,2,-3,-2,-2,4,-2,-2,-2,
5,3,0,1,2,-3,1,2,-2,-2,3,-2,-2,
4,1,4,1,1,3,-3,1,-2,-2,-2,2,-2,
4,3,4,1,-2,3,-2,-3,-2,-2,2,2,2,
2,7,10,3,-4,-4,-4,-2,-2,-3,2,3,2,
2,3,7,12,-3,2,1,3,-2,-2,-2,-2,2,
2,0,0,84,-3,1,0,1,-2,-2,-4,-4,-4,
2,7,49,3,-4,-4,-4,2,-2,2,2,-3,3,
0,6,11,16,-4,-2,1,-4,-2,2,-4,2,-3,
4,4,0,46,1,4,-2,-3,-2,-2,1,-2,-2,
5,6,4,1,-2,-2,-2,3,-2,-2,4,-3,-2,
4,6,0,3,-2,1,-2,0,-2,2,-2,1,1,
7,7,9,6,-4,-4,-4,-3,-2,-4,3,2,-4,
4,7,41,308,-4,-4,-4,-2,-2,2,-2,-2,-3,
4,5,2,27,-2,-3,-3,-2,-2,3,-2,-2,1,
3,3,3,0,-2,-2,-3,-2,-2,3,-2,-3,3,
2,3,4,1,3,2,1,-3,-2,-2,-2,2,-2,
3,3,0,1,2,1,-2,2,-2,-2,2,-2,0,
3,2,0,3,2,0,-2,2,-2,0,-2,1,1,
6,5,0,2,1,-2,-2,3,-2,-2,-3,-3,1,
7,7,0,18,-4,-4,-4,-3,-2,-4,1,-2,-4,
4,0,0,42,-3,2,2,1,-2,-2,-4,-4,-4,
1,1,0,3,-2,1,-3,1,-2,1,-2,-2,-2,
0,3,0,12,-4,-2,4,-4,-2,1,-4,-2,-2,
1,5,4,1,-2,-2,-2,-2,-2,-2,-2,4,-3,
5,2,5,14,1,2,-3,-2,-2,3,3,-2,-2,
7,3,17,1,2,2,-4,-3,-2,-4,3,2,-4,
6,3,1,16,-3,2,-2,2,-2,1,-2,2,-2,
3,3,3,2,1,-2,-2,-2,-2,-2,3,2,-2,
2,3,1,0,-2,1,-2,3,-2,2,-2,3,2,
4,5,3,2,2,-2,2,1,-2,1,-2,2,1,
2,5,0,1,-2,0,2,-2,-2,1,-2,3,-2,
5,2,0,6,1,-2,2,1,-2,-2,0,-2,3,
6,2,2,1,-3,2,1,2,-2,1,-2,3,-2,
1,2,0,6,-2,1,-3,1,-2,2,-2,-2,-2,
3,4,112,0,1,2,2,2,-2,-2,-3,3,-2,
2,4,0,83,-2,-2,2,-2,-2,2,-2,1,-3,
2,5,3,0,-2,-3,3,-2,-2,2,-2,2,2,
6,7,0,28,-4,-4,-4,2,-2,1,-2,2,-3,
4,6,11,1,-2,-2,2,-2,-2,-2,2,3,-3,
1,0,0,131,-2,3,1,-2,-2,-3,-4,-4,-4,
0,1,17,4,-4,-3,2,-4,-2,3,-4,-2,2,
0,2,4,1,-4,-3,2,-4,-2,2,-4,2,-2,
5,6,0,4,-2,-2,1,-2,-2,2,3,-3,1,
4,6,0,5,-2,-2,-2,-2,-2,-3,2,3,1,
6,7,0,4,-4,-4,-4,-2,-2,-2,-3,2,-3,
2,7,0,5,-4,-4,-4,-2,-2,1,3,2,-3,
2,4,12,1,-2,-2,2,-2,-2,2,4,-3,2,
4,3,0,8,-2,2,-3,1,-2,1,-2,-2,1,
5,3,4,4,-3,-3,-2,3,-2,-2,1,-2,-2,
2,2,0,6,2,-3,1,2,-2,2,-2,-2,-2,
2,4,9,1,2,-3,-2,2,-2,-2,1,1,2,
3,2,0,23,1,3,-2,-3,-2,-2,3,-2,-2,
4,1,0,1,3,1,1,-2,-2,1,-2,0,-2,
3,5,0,14,-2,-2,-2,3,-2,2,-3,2,-3,
1,0,0,6,1,2,3,0,-2,-3,-4,-4,-4,
5,6,0,1,-2,-2,0,-3,-2,-2,3,-2,-2,
6,4,0,1,2,-2,-2,2,-2,1,-3,1,-2,
3,1,0,10,1,-3,-2,2,-2,-2,-3,2,-2,
4,5,0,4,0,-2,-2,1,-2,-2,-3,1,-2,
6,4,1,4,2,1,-2,2,-2,-2,-3,-2,-2,
3,4,0,2,-2,1,1,-2,-2,0,4,-2,-2,
5,4,2,3,-2,1,2,3,-2,1,-2,-2,2,
3,4,5,0,-3,2,2,5,-2,-2,-2,-2,-2,
5,2,4,0,2,-2,-2,2,-2,-2,4,-3,-2,
5,7,0,21,-4,-4,-4,0,-2,1,2,1,-2,
3,6,0,38,-2,-2,-2,-3,-2,-2,2,1,0,
4,7,4,4,-4,-4,-4,1,-2,2,-2,2,-3,
5,0,0,1,2,-3,4,-3,-2,-2,-4,-4,-4,
3,2,0,7,1,2,-2,-3,-2,2,1,2,-2,
4,3,10,0,1,1,2,2,-2,2,3,2,2,
3,1,0,10,1,-3,2,-2,-2,2,-2,-2,1,
2,1,0,86,0,1,-3,1,-2,2,-2,-2,-2,
4,4,2,3,3,-2,1,-2,-2,2,-2,-3,2,
3,4,0,4,-2,-2,-2,1,-2,-2,-2,0,3,
5,1,7,1,1,2,-3,1,-2,2,-2,1,-2,
4,3,2,1,-2,-2,-2,1,-2,-3,-2,2,3,
3,3,0,1,1,0,-2,-2,-2,-2,-2,4,-2,
4,3,0,2,0,-2,-2,2,-2,-2,4,-2,-2,
4,2,3,0,2,3,-3,-3,-2,-2,4,-2,-2,
4,6,18,0,-2,-2,-3,-2,-2,3,-2,3,1,
4,3,0,45,-2,-3,2,-2,-2,1,-2,-2,1,
2,2,2,5,-2,-3,-2,4,-2,-2,-2,-2,-2,
7,5,3,2,-2,-2,-4,1,-2,-4,-2,3,-4,
6,7,11,1,-4,-4,-4,-3,-2,-2,2,4,3,
5,5,2,0,2,1,-2,3,-2,1,-3,2,-2,
4,3,0,2,1,1,0,3,-2,-2,-2,-2,-2,
4,6,2,3,2,-2,-2,-3,-2,-2,-3,3,-2,
3,3,0,1,-3,2,-3,3,-2,2,-2,-3,2,
2,2,1,0,2,3,4,3,-2,-3,-2,-2,-2,
3,5,0,33,-2,-2,-2,-2,-2,3,1,-3,2,
1,3,0,47,-2,-2,2,-2,-2,-3,-2,4,1,
2,1,18,1,-2,4,-2,2,-2,-2,-2,2,-2,
1,3,0,6,-2,1,1,1,-2,1,1,-3,1,
3,2,2,9,1,-2,1,2,-2,-2,-3,-2,-2,
4,3,5,1,-2,-2,4,-2,-2,-3,1,2,2,
5,2,3,2,3,-2,4,-2,-2,1,1,1,1,
7,4,0,4,-2,-2,-4,-2,-2,-4,-3,1,-4,
6,4,0,27,-2,-2,-2,3,-2,1,1,-3,1,
6,5,2,1,2,1,-2,-2,-2,-2,3,2,1,
3,6,5,1,2,2,-2,-2,-2,-3,2,2,2,
0,7,117,0,-4,-4,-4,-4,-2,3,-4,1,3,
6,0,0,4,0,2,2,0,-2,-3,-4,-4,-4,
6,2,8,0,4,1,1,4,-2,1,3,1,1,
5,3,0,1,1,-3,1,-2,-2,2,2,-3,1,
3,2,1,3,-2,1,-2,-2,-2,2,-2,-3,3,
4,3,2,1,1,1,-3,1,-2,2,2,2,-3,
1,4,4,1,1,2,-3,1,-2,2,-2,1,1,
3,0,0,4,0,2,3,-2,-2,-2,-4,-4,-4,
3,0,0,20,-2,-3,2,-2,-2,-3,-4,-4,-4,
1,3,31,0,-2,2,-2,2,-2,2,-3,2,1,
7,1,9,1,3,-2,-4,3,-2,-4,-3,-2,-4,
4,4,8,1,-2,2,2,3,-2,-3,-2,-2,3,
3,2,4,1,-2,-2,-2,1,-2,-3,1,2,3,
3,2,0,3,-3,1,2,2,-2,-2,1,-2,-2,
5,6,38,0,1,2,-3,1,-2,4,1,2,-2,
1,5,1,17,-2,-2,1,2,-2,-2,-3,2,1,
2,5,20,1,-2,1,1,3,-2,1,2,1,2,
3,2,0,1,-3,-2,1,2,-2,-2,2,-2,-2,
5,6,4,1,2,-3,2,2,-2,2,1,1,-2,
4,2,0,3,0,2,4,0,-2,-2,-2,-2,-2,
6,4,6,1,4,-2,-2,-3,-2,-2,4,-2,-2,
1,4,0,1,-3,-2,1,2,-2,2,-2,1,-2,
1,5,15,1,2,2,1,-3,-2,1,2,2,2,
4,5,0,3,-2,4,2,-2,-2,0,-2,0,0,
3,3,0,1,-2,1,-2,-2,-2,2,-2,-3,1,
3,5,0,9,-2,-2,-2,1,-2,-2,-2,1,-3,
4,5,0,4,-2,-2,-2,1,-2,3,1,-3,2,
6,5,2,0,-3,3,-2,3,-2,-2,2,2,2,
5,7,0,127,-4,-4,-4,1,-2,-2,2,-2,0,
5,6,0,3,1,0,-2,2,-2,0,-2,2,-2,
3,6,0,2,-2,-2,1,-2,-2,2,0,2,-3,
3,4,0,1,0,2,-3,0,-2,-3,-2,-2,2,
3,3,0,1,0,2,-3,-2,-2,2,-2,-2,-2,
4,2,0,9,1,2,2,0,-2,-3,-2,-2,-2,
2,7,4,1,-4,-4,-4,-2,-2,-3,2,3,3,
2,1,0,4,-3,3,-2,1,-2,-2,-2,1,-2,
3,5,3,0,-2,-2,-2,-2,-2,4,3,2,2,
2,2,4,1,-2,-2,3,-2,-2,-3,-2,4,-2,
5,2,3,2,-2,3,-2,-3,-2,-2,2,3,-2,
1,5,0,3,-2,3,-2,-2,-2,2,-2,-3,1,
2,6,1,1,-2,-2,-2,3,-2,-2,4,2,1,
3,7,12,2,-4,-4,-4,-2,-2,2,3,-3,2,
4,4,0,3,2,-2,-2,2,-2,2,-3,1,-2,
2,6,0,7,-2,-2,-2,2,-2,-3,1,1,1,
4,4,8,4,2,-3,2,3,-2,3,2,-2,-2,
6,7,4,5,-4,-4,-4,-3,-2,-2,3,3,1,
7,7,0,100,-4,-4,-4,1,-2,-4,3,1,-4,
4,1,4,1,3,1,2,2,-2,-2,-2,1,-2,
2,4,0,3,-2,2,1,-2,-2,1,0,1,2,
6,3,0,3,1,1,-2,-3,-2,-2,1,3,-2,
1,3,0,3,-2,2,2,0,-2,-3,-2,-2,2,
1,5,0,7,-2,-2,3,-2,-2,-3,0,2,2,
3,2,6,4,-3,2,1,2,-2,-2,2,-2,-2,
1,1,1,0,2,2,1,2,-2,2,-2,-2,-3,
2,0,1,14,-3,-2,1,-2,-2,-2,-4,-4,-4,
2,1,7,0,3,2,1,-3,-2,1,-2,2,-2,
6,6,0,1,-2,1,-2,3,-2,0,-2,1,-2,
4,6,0,13,-2,-2,-3,-2,-2,3,1,-2,-2,
6,1,39,1,2,2,-2,1,-2,1,-2,1,1,
5,3,0,1,0,-2,-2,1,-2,-2,1,-3,3,
1,4,2,3,-2,-2,3,1,-2,-3,-2,2,2,
7,2,18,0,2,-3,-4,2,-2,-4,3,-2,-4,
7,3,3,2,3,-2,-4,-3,-2,-4,-2,3,-4,
5,4,4,1,-3,-2,-2,3,-2,-2,2,2,-2,
4,2,1,0,2,2,2,-2,-2,-3,-2,-2,6,
2,4,0,4,-2,-2,-3,2,-2,-2,-2,2,1,
4,4,0,1,-2,-2,1,-3,-2,1,1,2,-2,
3,5,0,4,-2,-2,-2,-3,-2,-2,2,-3,1,
0,6,2,6,-4,-2,-2,-4,-2,3,-4,-3,-3,
0,7,17,7,-4,-4,-4,-4,-2,1,-4,2,3,
4,5,5,1,-2,-2,-2,-2,-2,-2,3,3,-3,
1,3,0,1,-2,2,-2,-2,-2,2,0,1,2,
2,4,2,3,-2,1,-2,1,-2,3,-2,2,-2,
5,0,0,32,-3,1,1,2,-2,-2,-4,-4,-4,
7,5,4,4,-3,-2,-4,3,-2,-4,2,-3,-4,
3,3,0,4,-2,-2,-2,-2,-2,-2,-3,1,-2,
7,3,0,12,4,-2,-4,-3,-2,-4,1,-2,-4,
7,2,0,41,-3,2,-4,1,-2,-4,1,-2,-4,
0,4,0,55,-4,0,1,-4,-2,0,-4,-2,3,
6,2,2,0,3,2,1,2,-2,1,-2,-2,-2,
6,5,1,4,-2,3,-3,1,-2,-2,-2,-2,-2,
2,3,0,4,-2,1,-2,-2,-2,1,-2,-2,-3,
2,2,0,10,-2,1,1,-2,-2,-3,-2,3,2,
6,4,2,3,-3,2,1,2,-2,-2,-2,1,1,
4,4,3,44,-2,-2,-3,-2,-2,2,-2,1,-2,
5,3,0,1,3,2,2,1,-2,1,-2,-2,0,
1,3,0,19,-2,1,0,-2,-2,3,-2,-2,-3,
4,3,32,1,2,3,-2,-3,-2,-2,2,3,3,
4,3,4,1,-2,2,2,-2,-2,-3,-2,3,3,
1,1,3,4,3,3,1,-2,-2,-2,-2,-2,2,
0,4,0,4,-4,0,-2,-4,-2,2,-4,1,3,
3,3,3,0,-3,5,-2,2,-2,-2,1,1,1,
3,5,5,1,-3,2,-2,2,-2,-2,1,1,3,
3,6,0,7,-2,-2,-2,0,-2,-2,-2,1,-3,
2,5,0,1,-2,0,2,-2,-2,1,-2,0,2,
6,2,5,0,2,2,1,1,-2,1,-2,3,-2,
6,3,6,1,-3,-2,-2,4,-2,-2,-2,-2,-2,
6,3,2,3,-2,3,1,-3,-2,-2,-2,-2,-2,
3,5,2,3,-2,1,-2,-2,-2,2,-2,2,-3,
1,4,3,1,-2,-2,-3,-2,-2,2,-2,-2,3,
3,2,6,19,-2,-2,-2,-2,-2,-3,-2,3,-3,
5,3,0,1,-2,2,2,2,-2,0,1,-2,-2,
5,2,0,1,2,0,0,1,-2,-2,1,0,-2,
3,5,0,1,1,-2,-2,-3,-2,-2,-2,-2,3,
3,4,1,0,-3,3,-2,-2,-2,3,-2,-2,2,
4,6,4,1,-2,1,2,1,-2,2,2,1,1,
3,4,4,1,3,-2,-2,-3,-2,2,2,2,-2,
1,5,1,7,-2,1,-2,-2,-2,2,-2,-3,2,
4,4,11,0,3,-3,2,-2,-2,2,-2,1,1,
3,3,1,0,3,4,-2,2,-2,-2,2,2,-2,
5,4,4,1,1,-2,-2,2,-2,1,-3,2,1,
1,4,1,6,-2,-2,-2,2,-2,1,-3,2,-2,
3,4,4,1,-2,2,-3,-2,-2,3,-2,3,-3,
1,3,0,30,-2,-2,-2,-2,-2,-3,-2,-3,2,
2,4,5,1,-2,-2,3,-2,-2,2,3,-3,2,
3,5,2,3,-3,4,-2,2,-2,-2,1,-2,2,
4,5,0,2,4,-2,-2,3,-2,-2,-3,2,-2,
5,4,1,0,4,-2,3,2,-2,1,2,1,1,
4,1,0,2,1,1,-3,3,-2,3,-2,-2,-3,
4,0,23,0,3,4,3,-2,-2,-3,-4,-4,-4,
7,0,0,2,-2,-3,-4,2,-2,-4,-4,-4,-4,
6,1,0,1,1,2,2,1,-2,-3,-2,2,1,
2,6,0,8,-2,-2,-2,-2,-2,-3,3,-3,2,
3,7,1,0,-4,-4,-4,-2,-2,-2,5,-3,2,
3,0,0,9,0,2,-3,0,-2,-3,-4,-4,-4,
3,1,3,3,-2,-2,-2,3,-2,3,-3,2,-2,
4,3,0,1,0,0,0,-2,-2,-2,-3,-2,-2,
4,2,0,1,-2,1,-2,-3,-2,-2,3,3,-2,
3,3,0,18,-2,0,0,-2,-2,1,-2,-3,2,
2,2,0,7,-2,1,1,-2,-2,-3,-2,3,3,
5,0,0,23,3,-3,1,-2,-2,-2,-4,-4,-4,
4,0,2,0,3,3,-3,2,-2,2,-4,-4,-4,
4,0,1,8,-2,3,-3,-2,-2,-3,-4,-4,-4,
2,4,15,1,-2,2,2,3,-2,1,-2,2,2,
4,2,0,3,-3,2,-2,1,-2,-2,1,0,-2,
6,6,6,29,-3,-2,2,3,-2,-2,1,-2,-2,
6,7,3,2,-4,-4,-4,-3,-2,2,3,4,-2,
2,6,22,1,-2,-2,-2,2,-2,-2,2,-3,4,
5,5,0,13,-2,-2,-2,-2,-2,-2,-2,1,-3,
7,5,0,55,-2,-2,-4,1,-2,-4,-3,2,-4,
1,1,4,1,-3,3,-2,-2,-2,2,-2,-2,1,
4,2,5,1,1,2,2,-2,-2,-3,-2,3,2,
1,2,0,2,0,1,1,1,-2,-3,-2,3,1,
0,1,11,0,-4,1,2,-4,-2,3,-4,-3,2,
3,3,0,23,-3,-2,-2,2,-2,-2,-3,2,-2,
4,3,1,0,-2,-2,-2,4,-2,-2,2,2,-3,
2,6,11,0,-2,2,-3,-2,-2,2,3,1,1,
3,1,0,2,2,1,-2,1,-2,0,-2,1,-2,
0,3,0,2,-4,2,-3,-4,-2,2,-4,-3,1,
6,3,8,19,-3,3,-2,2,-2,-2,1,-2,2,
3,2,0,1,2,0,-2,1,-2,-2,4,-2,-2,
6,2,0,3,2,-3,1,-2,-2,-2,1,2,-2,
5,2,4,7,1,2,-3,-2,-2,2,1,1,2,
2,3,0,82,-3,2,1,-2,-2,0,-2,-2,-2,
0,4,0,5,-4,-3,2,-4,-2,2,-4,-2,-3,
7,1,0,78,-3,1,-4,2,-2,-4,-2,1,-4,
3,3,0,13,2,3,-3,-2,-2,1,-2,-2,-2,
2,2,0,2,-2,1,0,1,-2,1,-2,0,2,
6,0,0,1,3,2,2,2,-2,-3,-4,-4,-4,
4,0,17,3,2,-3,3,2,-2,2,-4,-4,-4,
3,4,6,0,-3,3,-2,3,-2,1,2,1,1,
3,6,21,1,-2,-2,-2,3,-2,-2,1,3,-3,
4,6,2,3,-2,-2,-2,1,-2,2,2,1,3,
3,6,1,0,-2,1,2,2,-2,-2,3,1,-2,
4,1,2,1,-2,5,3,-2,-2,-3,-2,3,2,
3,3,0,1,1,1,-3,-2,-2,1,-2,-2,3,
2,5,0,1,1,1,1,-2,-2,1,1,-3,1,
6,4,4,1,-2,3,-3,3,-2,-2,-2,-2,-2,
3,5,16,0,1,3,-2,2,-2,-2,-3,4,-2,
2,5,11,1,-2,-2,-2,3,-2,4,3,-2,-2,
4,2,0,3,-2,0,1,1,-2,-2,-2,3,-2,
4,0,0,7,-3,2,-3,2,-2,2,-4,-4,-4,
6,0,10,1,-3,3,2,2,-2,-2,-4,-4,-4,
1,7,0,4,-4,-4,-4,-2,-2,2,1,-3,2,
3,3,8,1,-3,3,-2,2,-2,-2,1,1,2,
4,2,6,1,-2,-2,2,-2,-2,-2,-2,3,-3,
3,4,0,1,1,2,-3,-3,-2,1,4,-2,2,
1,4,0,4,1,2,-3,-2,-2,1,-2,-2,0,
1,3,0,3,-3,3,1,-2,-2,0,-2,-2,0,
5,4,2,6,-2,2,-2,2,-2,2,-2,2,-3,
6,0,0,47,1,1,-3,1,-2,1,-4,-4,-4,
5,7,5,0,-4,-4,-4,4,-2,1,-2,2,2,
7,4,0,14,1,-2,-4,-3,-2,-4,2,2,-4,
5,3,3,5,1,-2,2,1,-2,3,1,2,-2,
5,1,3,1,5,-2,-2,-2,-2,3,-2,-2,1,
4,3,13,0,-2,4,4,2,-2,1,1,1,1,
2,4,6,1,-2,2,2,2,-2,-3,-2,-2,3,
4,2,0,1,-2,2,1,1,-2,-3,-2,-2,-2,
5,3,6,1,-3,2,2,2,-2,1,-2,-2,1,
0,3,6,79,-4,-2,2,-4,-2,-3,-4,-2,-2,
0,4,57,0,-4,1,1,-4,-2,2,-4,3,-3,
3,6,20,0,-2,-2,-2,-2,-2,5,-2,1,2,
1,2,6,1,2,2,2,-3,-2,-2,2,2,1,
5,0,3,4,-3,3,1,-3,-2,-2,-4,-4,-4,
6,0,72,0,3,1,1,3,-2,-2,-4,-4,-4,
7,3,0,10,1,-3,-4,1,-2,-4,1,1,-4,
3,3,0,2,-2,2,3,0,-2,-2,1,1,2,
4,2,0,5,1,1,1,1,-2,-3,1,3,-2,
7,5,0,4,-3,-2,-4,3,-2,-4,1,-3,-4,
6,2,4,1,2,3,-2,-2,-2,-3,-2,-2,3,
6,1,9,1,-2,4,-3,-2,-2,3,-2,-2,-2,
3,3,1,2,3,-2,2,-3,-2,-2,2,-2,-2,
3,4,1,0,3,-3,-2,3,-2,2,-3,3,-2,
3,3,0,57,-2,-2,0,-2,-2,2,-2,-2,-3,
2,0,5,0,2,2,2,-3,-2,2,-4,-4,-4,
4,5,81,0,-2,2,-2,3,-2,2,3,1,1,
5,7,4,2,-4,-4,-4,2,-2,1,3,-2,1,
2,4,2,3,-2,2,-3,-2,-2,2,3,-2,1,
5,2,16,1,-2,2,1,-2,-2,2,-2,-3,3,
7,3,0,5,1,-2,-4,3,-2,-4,2,-3,-4,
0,7,0,134,-4,-4,-4,-4,-2,2,-4,0,-2,
0,4,0,21,-4,1,2,-4,-2,-3,-4,-2,3,
1,2,0,58,-3,3,1,-2,-2,0,-2,-2,-2,
0,2,9,2,-4,-3,3,-4,-2,2,-4,-2,1,
3,5,16,1,2,2,1,-3,-2,1,3,-2,-2,
5,4,3,2,-2,1,3,2,-2,-2,-2,-2,3,
6,4,24,0,1,3,-2,2,-2,-2,-3,3,2,
2,3,0,2,-2,2,-2,1,-2,-3,1,1,1,
3,4,4,1,-2,-2,-2,2,-2,3,2,-3,2,
2,4,3,2,-2,-2,3,1,-2,2,-2,-2,2,
7,2,19,3,2,-2,-4,2,-2,-4,-3,2,-4,
4,3,1,1,1,1,-2,2,-2,-2,-3,3,-3,
5,2,3,2,-2,3,-3,-2,-2,2,-2,3,-2,
5,3,88,0,1,2,2,2,-2,-2,-3,4,-2,
3,5,11,1,3,-2,-2,-3,-2,-2,3,2,1,
2,5,3,10,2,-2,-2,2,-2,4,-2,1,-2,
2,6,0,0,2,-2,-2,2,-2,-3,2,3,4,
3,6,0,0,-2,-2,-2,-3,-2,4,3,4,-2,
4,5,1,1,-3,4,-2,4,-2,-2,-2,-2,2,
1,5,0,1,-2,1,3,-2,-2,2,1,-3,1,
0,5,0,28,-4,-2,1,-4,-2,1,-4,1,-3,
6,4,0,42,1,2,-2,-3,-2,-2,1,2,-2,
6,0,14,0,2,3,2,-3,-2,-3,-4,-4,-4,
3,1,0,65,-3,2,0,2,-2,-2,1,-2,-2,
3,5,4,1,-2,-2,3,1,-2,-3,1,2,2,
3,6,0,1,-2,1,-3,-2,-2,2,3,-3,1,
3,7,17,1,-4,-4,-4,2,-2,2,-2,2,-3,
5,2,1,0,2,-2,-2,-3,-2,-2,2,2,4,
5,5,1,0,1,-2,3,2,-2,-2,-3,-2,3,
